id,first_name,last_name,email,state,ip_address,customer_id,survey_date,proto_purchasedate,amountspent,annual_income,gender,satisfaction,satisfaction_oe,selfrun,runtrack,selfcycle,cycletrack,community,portal,setup,oneupdate,agerange
123,John,Simmons,jsimmons3e@vistaprint.com,Kentucky,171.219.206.122,10299,11/26/14,8/24/14,$185.45 ,"$50,000-$74,999",M,9,Such a big improvement over my other shoe,3,2,0,0,4,2,9,Comfort,45 years old or older
124,Chris,Ruiz,cruiz3f@tripod.com,Texas,43.153.139.80,,11/25/14,7/9/14,$165.55 ,"$75,000-$99,999",M,8,Great tool for runners,2,1,3,2,2,4,8,Comfort,45 years old or older
125,Louis,Gardner,lgardner3g@delicious.com,Ohio,39.88.61.165,,12/7/14,10/13/14,$160.78 ,"$75,000-$99,999",M,8,Shoe was comfortable and I think this helped improve my time,4,3,0,0,2,3,9,Performance,45 years old or older
126,Michelle,Henderson,mhenderson3h@dyndns.org,California,170.87.252.56,,11/27/14,2/19/14,$186.38 ,"$75,000-$99,999",F,9,Such a big improvement over my other shoe,4,3,2,1,4,5,9,Performance,45 years old or older
127,Christina,Wallace,cwallace3i@livejournal.com,Virginia,122.116.115.79,,11/21/14,4/1/14,$139.96 ,"$25,000-$49,999",F,9,Easy to use and loved the portal.,3,2,1,0,4,3,9,Price,24-44 years old
128,Jack,Davis,jdavis3j@vinaora.com,Colorado,154.64.77.209,,11/28/14,1/7/14,$162.61 ,"$75,000-$99,999",M,8,Great tool for runners,3,3,0,0,1,2,9,Comfort,Under 24 years old
129,Randy,Bailey,rbailey3k@unicef.org,Kansas,247.18.152.114,,11/27/14,6/11/14,$183.24 ,"$50,000-$74,999",M,10,Such a big improvement over my other shoe,4,3,1,0,2,4,9,Performance,24-44 years old
130,Alan,Stevens,astevens3l@photobucket.com,Maryland,164.134.24.72,10262,12/4/14,11/13/14,$165.73 ,"$75,000-$99,999",M,8,Good quality,4,4,1,0,1,4,9,Performance,45 years old or older
131,Willie,Fisher,wfisher3m@barnesandnoble.com,Texas,47.138.76.140,,12/3/14,1/2/14,$145.49 ,"$25,000-$49,999",M,8,Wish the setup was easier but loved tracking my running time. ,3,2,0,0,2,2,9,Comfort,Under 24 years old
132,Russell,Foster,rfoster3n@un.org,Alabama,54.138.108.1,,11/24/14,9/2/14,$156.46 ,"$50,000-$74,999",M,8,Wish the setup was easier but loved tracking my running time. ,3,2,2,1,3,4,9,Comfort,45 years old or older
133,Sharon,Howell,showell3o@google.pl,California,236.143.33.170,,11/23/14,6/2/14,$143.08 ,"$25,000-$49,999",F,10,Wish the setup was easier but loved tracking my running time. ,3,2,2,1,2,4,10,Style,Under 24 years old
134,Joyce,Oliver,joliver3p@pen.io,Mississippi,246.237.140.178,,11/21/14,11/16/14,$187.38 ,"$125,000 or more",F,10,Great tool for runners,4,3,1,0,3,4,8,Performance,24-44 years old
135,Tina,Hill,thill3q@usgs.gov,Missouri,162.22.11.237,,11/23/14,2/8/14,$146.23 ,"$25,000-$49,999",F,9,Easy to use and loved the portal.,4,3,3,2,4,5,9,Price,24-44 years old
136,Margaret,Chavez,mchavez3r@nytimes.com,Texas,213.243.160.196,10114,11/27/14,2/17/14,$168.07 ,"$50,000-$74,999",F,8,Easy to use and loved the portal.,4,3,0,0,3,3,9,Performance,24-44 years old
137,Martin,George,mgeorge3s@topsy.com,Massachusetts,182.26.62.120,,11/24/14,11/12/14,$155.44 ,"$50,000-$74,999",M,0,Setup was hard to figure out,0,0,1,2,2,1,0,Price,Under 24 years old
138,Martha,Martinez,mmartinez3t@chron.com,Arizona,193.39.170.135,10185,12/3/14,8/20/14,$139.54 ,"$50,000-$74,999",F,2,Didn't accurately track my route,5,5,0,4,0,5,2,Price,Under 24 years old
139,Joyce,Carr,jcarr3u@vinaora.com,Nevada,154.146.73.83,10489,12/7/14,1/31/14,$157.01 ,"$50,000-$74,999",F,7,Heart rate monitor really helped improve my workout.,3,3,1,0,1,3,9,Performance,Under 24 years old
140,Kimberly,Ramos,kramos3v@flickr.com,Missouri,69.231.240.109,10498,11/24/14,9/21/14,$137.57 ,"$25,000-$49,999",F,0,Shoe was too heavy,4,3,0,1,0,4,0,Price,24-44 years old
141,George,Mendoza,gmendoza3w@mapquest.com,District of Columbia,31.227.5.182,,11/23/14,9/25/14,$148.25 ,"$25,000-$49,999",M,5,Just meh,3,3,0,0,3,2,6,Comfort,Under 24 years old
142,Judith,Taylor,jtaylor3x@ucoz.ru,Pennsylvania,136.183.122.20,,11/22/14,7/7/14,$153.76 ,"$25,000-$49,999",F,8,Shoe was comfortable and I think this helped improve my time,2,1,0,0,4,1,9,Price,Under 24 years old
143,Ashley,White,awhite3y@lulu.com,New York,172.163.255.18,,12/1/14,2/15/14,$165.50 ,"$75,000-$99,999",F,8,Loved tracking my stride and heart rate.,2,1,3,2,2,4,9,Style,24-44 years old
144,Juan,Hall,jhall3z@abc.net.au,Wisconsin,82.224.241.161,10372,12/7/14,2/18/14,$178.44 ,"$100,000-$124,999",M,6,Loved how easy it was to track my route and stride.,4,4,0,0,3,3,3,Style,24-44 years old
145,Julia,James,jjames40@businessinsider.com,Florida,107.13.88.227,10325,12/1/14,9/22/14,$130.30 ,"0-$24,999",F,6,Shoe was okay,4,4,2,1,2,5,7,Price,Under 24 years old
146,Margaret,Morgan,mmorgan41@amazon.de,California,29.161.78.6,10121,11/28/14,9/20/14,$185.60 ,"$50,000-$74,999",F,9,Easy to use and loved the portal.,3,2,0,0,4,2,9,Performance,Under 24 years old
147,Philip,Olson,polson42@quantcast.com,Missouri,148.188.123.145,10459,12/2/14,4/18/14,$188.98 ,"$100,000-$124,999",M,8,Such a big improvement over my other shoe,2,1,1,0,3,2,9,Comfort,45 years old or older
148,Louis,Burton,lburton43@youku.com,Minnesota,108.33.214.221,,11/20/14,4/21/14,$140.32 ,"$25,000-$49,999",M,8,"Liked the shoe, loved the portal!",3,2,3,2,1,5,8,Comfort,Under 24 years old
149,Roger,Wells,rwells44@photobucket.com,Indiana,31.222.125.82,10136,12/10/14,11/3/14,$167.81 ,"$50,000-$74,999",M,8,Great tool for runners,3,2,0,0,3,2,9,Comfort,Under 24 years old
150,Harold,Reid,hreid45@amazon.de,Texas,205.8.109.76,10349,12/6/14,10/7/14,$151.14 ,"$25,000-$49,999",M,9,Fantastic shoe! Helped me improve my running time and track my runs.,1,0,1,0,3,1,9,Price,Under 24 years old
151,Edward,Cooper,ecooper46@phoca.cz,California,116.81.184.242,,11/20/14,3/3/14,$153.24 ,"$25,000-$49,999",M,7,Shoe felt good on my foot but fell apart quickly.,4,3,1,0,1,4,8,Performance,Under 24 years old
152,Wayne,Johnston,wjohnston47@mtv.com,Virginia,208.41.133.86,10009,11/25/14,3/2/14,$135.08 ,"$25,000-$49,999",M,9,Such a great shoe for runners,5,5,4,3,2,5,8,Performance,Under 24 years old
153,Jane,Gonzalez,jgonzalez48@dion.ne.jp,Oregon,161.141.48.53,,12/10/14,10/16/14,$161.83 ,"$75,000-$99,999",F,10,Shoe is great!,4,3,5,4,2,5,7,Performance,45 years old or older
154,Richard,Schmidt,rschmidt49@yellowbook.com,Delaware,63.155.21,10414,11/30/14,5/24/14,$168.55 ,"$100,000-$124,999",M,7,Liked the shoe,5,5,3,2,4,5,8,Performance,24-44 years old
155,Wayne,Howell,whowell4a@123-reg.co.uk,California,67.182.45.243,,12/8/14,2/5/14,$176.26 ,"$100,000-$124,999",M,6,Thought this helped improve my running time.,4,4,0,0,2,3,7,Style,Under 24 years old
156,Dorothy,Riley,driley4b@economist.com,New York,227.136.2.68,10346,12/10/14,4/15/14,$143.14 ,"$25,000-$49,999",F,0,Didn't accurately track my route,1,0,0,4,1,2,0,Performance,Under 24 years old
157,Andrew,Griffin,agriffin4c@dell.com,Mississippi,86.158.100.68,10293,11/24/14,9/2/14,$146.51 ,"$25,000-$49,999",M,8,Such a great shoe for runners,3,2,0,0,1,2,7,Comfort,Under 24 years old
158,David,Fisher,dfisher4d@cisco.com,Florida,141.22.192.197,10382,12/6/14,11/14/14,$164.32 ,"$75,000-$99,999",M,8,Comfortable shoe - loved tracking my running route. Easy to use.,2,1,2,1,4,3,8,Comfort,45 years old or older
159,Thomas,Gardner,tgardner4e@51.la,Indiana,117.43.202.226,,12/5/14,1/19/14,$148.47 ,"$25,000-$49,999",M,9,Great tool for runners,2,1,4,3,5,5,8,Price,24-44 years old
160,Ruby,Clark,rclark4f@domainmarket.com,Georgia,136.65.123.124,,12/10/14,2/15/14,$129.26 ,"$25,000-$49,999",F,4,Cost too much,0,0,3,2,4,2,6,Price,Under 24 years old
161,Eric,Grant,egrant4g@com.com,Georgia,10.8.161.12,10157,12/2/14,1/1/14,$158.36 ,"$50,000-$74,999",M,8,Great tool for runners,3,2,2,1,2,4,9,Comfort,45 years old or older
162,Terry,Roberts,troberts4h@slashdot.org,Connecticut,248.67.153.171,,11/29/14,1/28/14,$170.44 ,"$100,000-$124,999",M,9,Easy to use and loved the portal.,4,3,1,0,2,4,8,Performance,Under 24 years old
163,John,Sanchez,jsanchez4i@cmu.edu,Ohio,126.116.93.103,10479,11/29/14,6/10/14,$162.52 ,"$75,000-$99,999",M,6,Didn't like the style but liked tracking my route.,5,5,4,3,5,5,7,Performance,45 years old or older
164,Martin,Stanley,mstanley4j@vimeo.com,Arkansas,139.107.139.154,,12/7/14,5/3/14,$178.96 ,"$100,000-$124,999",M,8,Great tool for runners,1,0,4,3,3,4,9,Comfort,Under 24 years old
165,Betty,Wood,bwood4k@economist.com,New York,243.175.320,10318,11/26/14,7/10/14,$179.69 ,"$100,000-$124,999",F,9,Loved using the portal to track my time against others. The community aspect was great.,3,2,0,0,4,2,9,Style,24-44 years old
166,Douglas,Walker,dwalker4l@sina.com.cn,Florida,191.43.76.31,10050,11/20/14,3/22/14,$176.22 ,"$100,000-$124,999",M,7,Wish setup was easier but really liked the features of the shoe.,2,1,5,4,1,5,7,Comfort,45 years old or older
167,Stephanie,Coleman,scoleman4m@soundcloud.com,Virginia,182.157.127.93,10051,12/1/14,11/5/14,$158.70 ,"$50,000-$74,999",F,8,Wish the setup was easier but loved tracking my running time. ,2,1,2,1,1,3,7,Style,24-44 years old
168,Elizabeth,Weaver,eweaver4n@dyndns.org,Pennsylvania,58.4.61.109,10473,12/2/14,2/11/14,$143.86 ,"$25,000-$49,999",F,8,Tracking against other people was fun,5,4,1,0,4,5,8,Performance,Under 24 years old
169,Justin,Clark,jclark4o@soundcloud.com,Florida,109.25.149.194,10397,12/10/14,2/3/14,$165.03 ,"$75,000-$99,999",M,8,Shoe was comfortable and I think this helped improve my time,3,3,2,1,3,4,9,Comfort,Under 24 years old
170,Harry,Johnston,hjohnston4p@bravesites.com,Virginia,185.255.117.224,10324,11/20/14,8/17/14,$130.36 ,"0-$24,999",M,9,Easy to use and loved the portal.,3,2,0,0,3,2,8,Style,45 years old or older
171,Gary,Carr,gcarr4q@bandcamp.com,New York,155.175.20.243,,12/9/14,11/13/14,$157.10 ,"$50,000-$74,999",M,1,Shoe wasn't comfortable,5,4,5,5,2,4,2,Performance,24-44 years old
172,Virginia,King,vking4r@mediafire.com,Florida,86.198.106.43,10144,11/30/14,8/18/14,$176.61 ,"$100,000-$124,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,2,3,9,Performance,Under 24 years old
173,Nancy,Rivera,nrivera4s@istockphoto.com,Nevada,71.32.115.161,,11/20/14,10/4/14,$132.48 ,"$25,000-$49,999",F,8,Great tool for runners,5,5,2,1,3,5,6,Performance,Under 24 years old
174,Joseph,Reynolds,jreynolds4t@naver.com,Indiana,181.95.220.170,10137,11/20/14,6/3/14,$136.27 ,"$25,000-$49,999",M,8,Easy to use and loved the portal.,2,2,2,1,4,3,9,Price,24-44 years old
175,Kathleen,Carroll,kcarroll4u@free.fr,Alabama,242.0.189.15,,11/24/14,1/6/14,$133.30 ,"$25,000-$49,999",F,4,Too expensive,0,0,3,2,4,2,5,Price,Under 24 years old
176,Anne,Wood,awood4v@aol.com,California,15.137.201.106,10494,11/21/14,11/11/14,$171.99 ,"$100,000-$124,999",F,6,Heart rate monitor didn't work but liked using the portal.,3,2,0,0,2,2,7,Performance,Under 24 years old
177,Adam,Evans,aevans4w@paypal.com,Tennessee,19.64.229.254,,11/29/14,4/23/14,$130.10 ,"0-$24,999",M,8,Helped me train for a marathon,2,2,1,0,4,2,9,Comfort,Under 24 years old
178,Martha,Cunningham,mcunningham4x@jiathis.com,California,68.31.49.38,,11/29/14,11/6/14,$155.42 ,"$50,000-$74,999",F,10,Great tool for runners,4,3,4,3,3,5,9,Performance,24-44 years old
179,Jean,Murray,jmurray4y@example.com,Florida,178.60.193.140,10483,12/8/14,5/3/14,$139.36 ,"$25,000-$49,999",F,7,Was just okay,4,4,0,0,4,3,8,Style,Under 24 years old
180,Gregory,Simmons,gsimmons4z@edublogs.org,Florida,194.51.163.255,10209,12/7/14,6/1/14,$186.28 ,"$50,000-$74,999",M,9,Comfortable shoe - loved tracking my running route. Easy to use.,2,1,2,1,2,3,9,Comfort,45 years old or older
181,Andrea,Alexander,aalexander50@japanpost.jp,Alabama,95.234.148.57,,12/4/14,1/5/14,$174.87 ,"$100,000-$124,999",F,9,Loved tracking my runs against others,5,5,2,1,5,5,9,Performance,24-44 years old
182,Justin,Clark,jclark51@w3.org,Indiana,161.194.182.119,10331,11/21/14,7/25/14,$184.65 ,"$100,000-$124,999",M,8,Great shoe for cyclists and runners,2,2,1,0,2,2,10,Comfort,45 years old or older
183,Roger,Wells,rwells52@weather.com,Colorado,147.161.212.93,10027,12/3/14,7/20/14,$164.59 ,"$75,000-$99,999",M,6,"Wish the shoe was lighter. However, I really liked tracking my stride and route.",4,4,4,3,0,5,7,Style,45 years old or older
184,Emily,Green,egreen53@github.io,Massachusetts,39.196.158.186,,12/6/14,7/7/14,$158.26 ,"$50,000-$74,999",F,6,Thought the shoe was alright. Didn't love it.,4,4,3,2,3,5,7,Performance,Under 24 years old
185,Harry,Lawson,hlawson54@weebly.com,Idaho,81.17.232.60,10134,11/22/14,2/18/14,$175.13 ,"$100,000-$124,999",M,7,Easy to use and loved the portal.,3,2,5,4,1,5,8,Comfort,45 years old or older
186,Jeremy,Hill,jhill55@aboutads.info,Iowa,164.184.99.190,10077,12/5/14,1/5/14,$185.39 ,"$100,000-$124,999",M,0,Setup was hard to figure out,3,3,3,0,1,4,7,Style,45 years old or older
187,Sara,Roberts,sroberts56@ucsd.edu,Louisiana,16.48.32.17,,11/24/14,5/31/14,$175.11 ,"$100,000-$124,999",F,7,Wish the setup was easier but loved tracking my running time. ,2,1,5,4,2,5,7,Comfort,45 years old or older
188,Kevin,Cruz,kcruz57@t-online.de,Massachusetts,153.102.156.65,,11/20/14,3/28/14,$187.19 ,"$125,000 or more",M,8,Easy to use and loved the portal.,3,3,1,0,3,3,9,Style,Under 24 years old
189,Jimmy,Warren,jwarren58@ibm.com,Indiana,175.243.133.160,10440,11/25/14,3/6/14,$133.10 ,"$25,000-$49,999",M,7,Shoe really helped with my workout.,5,5,0,0,4,4,8,Performance,Under 24 years old
190,Christine,Bryant,cbryant59@time.com,Virginia,5.86.230.101,,12/1/14,10/7/14,$135.23 ,"$25,000-$49,999",F,9,Wish the setup was easier but loved tracking my running time. ,5,5,3,2,2,5,9,Performance,Under 24 years old
191,Tina,Bailey,tbailey5a@oracle.com,California,111.193.248.93,10383,12/2/14,5/10/14,$187.53 ,"$125,000 or more",F,10,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,5,5,5,4,9,Style,24-44 years old
192,John,Young,jyoung5b@a8.net,Florida,165.219.226.242,10386,11/22/14,2/24/14,$163.85 ,"$75,000-$99,999",M,5,Shoe was just okay. Not an improvement over current running shoe,3,2,3,2,5,5,6,Comfort,Under 24 years old
193,Lori,Oliver,loliver5c@geocities.com,Texas,152.48.40.50,,12/5/14,10/19/14,$156.26 ,"$50,000-$74,999",F,9,Such a great shoe for runners,4,4,2,1,2,5,9,Performance,24-44 years old
194,Douglas,Gilbert,dgilbert5d@google.it,Tennessee,41.194.230.36,,12/2/14,8/12/14,$145.08 ,"$25,000-$49,999",M,9,Great shoe for cyclists and runners,3,2,2,1,3,4,8,Comfort,Under 24 years old
195,Lawrence,Allen,lallen5e@g.co,Virginia,197.255.97.174,10332,11/23/14,10/27/14,$176.38 ,"$100,000-$124,999",M,8,Wish the setup was easier but loved tracking my running time. ,4,3,0,0,2,3,9,Performance,Under 24 years old
196,Stephanie,Oliver,soliver5f@elpais.com,District of Columbia,186.19.201.237,10350,11/30/14,1/24/14,$166.13 ,"$75,000-$99,999",F,7,Wish the setup was easier but loved tracking my running time. ,5,5,3,2,3,5,9,Performance,45 years old or older
197,Cheryl,Wells,cwells5g@51.la,Florida,72.215.250.38,10421,12/1/14,4/28/14,$155.73 ,"$50,000-$74,999",F,8,Such a great shoe for runners,2,1,3,2,4,4,10,Style,24-44 years old
198,Melissa,Henderson,mhenderson5h@bloglovin.com,New Jersey,38.12.119.150,10256,12/7/14,5/21/14,$154.82 ,"$25,000-$49,999",F,9,Great tool for runners,3,3,3,2,2,5,9,Price,24-44 years old
199,Scott,Allen,sallen5i@nbcnews.com,Florida,243.8.3.99,,11/21/14,4/5/14,$160.06 ,"$25,000-$49,999",M,4,Not interested in features,3,3,4,3,0,5,5,Comfort,Under 24 years old
200,Shawn,Cook,scook5j@macromedia.com,New York,67.12.207.105,,11/22/14,10/27/14,$168.20 ,"$100,000-$124,999",M,10,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,3,3,7,Performance,24-44 years old
201,Jessica,Mitchell,jmitchell5k@hostgator.com,Iowa,106.160.239.244,10047,12/10/14,3/29/14,$140.81 ,"$25,000-$49,999",F,9,Loved tracking my stride and heart rate.,2,1,1,0,4,2,9,Price,Under 24 years old
202,Richard,Simmons,rsimmons5l@themeforest.net,New Jersey,53.161.96.167,,11/21/14,9/13/14,$187.53 ,"$75,000-$99,999",M,9,Such a great shoe for runners,3,2,2,1,4,4,8,Comfort,Under 24 years old
203,Gregory,Greene,ggreene5m@ftc.gov,Missouri,167.83.149.48,10391,12/3/14,4/29/14,$188.85 ,"$100,000-$124,999",M,9,Such a great shoe for runners,5,5,1,0,3,5,8,Performance,24-44 years old
204,Richard,Holmes,rholmes5n@princeton.edu,New Jersey,235.61.147.186,10410,11/27/14,6/3/14,$129.68 ,"$25,000-$49,999",M,8,Wish the setup was easier but loved tracking my running time. ,4,4,1,0,3,4,8,Price,45 years old or older
205,Johnny,Mcdonald,jmcdonald5o@vimeo.com,New Hampshire,220.254.118.4,10311,12/1/14,9/12/14,$175.79 ,"$100,000-$124,999",M,5,Didn't have a good experience with customer service,3,2,3,2,1,5,8,Comfort,45 years old or older
206,Gloria,Perry,gperry5p@wikipedia.org,Minnesota,94.177.179.205,,12/4/14,8/9/14,$161.25 ,"$75,000-$99,999",F,2,Too expensive,3,3,1,1,1,3,2,Price,Under 24 years old
207,Jane,White,jwhite5q@who.int,Texas,78.146.127.46,,12/3/14,8/2/14,$143.21 ,"$25,000-$49,999",F,9,Great shoe for cyclists and runners,2,2,0,0,3,1,9,Price,Under 24 years old
208,Jimmy,Burke,jburke5r@usda.gov,Ohio,89.56.5.205,,11/27/14,2/6/14,$147.60 ,"$25,000-$49,999",M,8,"Nice shoe, helped improve my run",5,5,2,1,3,5,9,Performance,Under 24 years old
209,Julia,Schmidt,jschmidt5s@msu.edu,Louisiana,233.130.157.52,,11/24/14,8/12/14,$167.67 ,"$50,000-$74,999",F,0,Not interested in features,2,1,2,2,5,3,0,Price,Under 24 years old
210,Beverly,Bell,bbell5t@google.de,Virginia,76.70.18.71,,12/7/14,10/8/14,$129.20 ,"$25,000-$49,999",F,9,Great tool for runners,5,4,1,0,3,5,10,Performance,Under 24 years old
211,Elizabeth,Bryant,ebryant5u@livejournal.com,Florida,60.97.117.86,10367,11/23/14,4/26/14,$174.30 ,"$100,000-$124,999",F,7,Great tool for runners,3,2,4,3,2,5,9,Performance,Under 24 years old
212,Carol,Baker,cbaker5v@lulu.com,Maryland,98.168.175.68,10341,12/9/14,6/10/14,$133.84 ,"$50,000-$74,999",F,9,Such a big improvement over my other shoe,5,4,4,3,2,5,9,Performance,24-44 years old
213,Gary,Wagner,gwagner5w@goo.ne.jp,Ohio,27.247.224.77,,12/10/14,9/21/14,$185.69 ,"$50,000-$74,999",M,10,Shoe was comfortable and I think this helped improve my time,4,3,1,0,4,4,8,Performance,24-44 years old
214,Donald,Harris,dharris5x@youtube.com,Florida,40.103.249.112,10429,12/1/14,11/7/14,"$1,426.00 ","$50,000-$74,999",M,9,Loved tracking my stride and heart rate.,5,5,4,3,1,5,9,Performance,24-44 years old
215,Brenda,Morris,bmorris5y@posterous.com,Oklahoma,238.143.141.205,10188,11/30/14,10/10/14,$147.16 ,"$25,000-$49,999",F,8,The portal was the best part,5,5,2,1,4,5,8,Comfort,45 years old or older
216,Rachel,Welch,rwelch5z@blogtalkradio.com,Arizona,97.11.106.12,10511,12/6/14,10/29/14,$165.58 ,"$75,000-$99,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,3,3,2,2,5,7,Performance,24-44 years old
217,Annie,Howard,ahoward60@usgs.gov,Ohio,213.0.185.240,,11/26/14,8/23/14,$147.38 ,"$25,000-$49,999",F,6,Thought this helped improve my running time.,3,2,0,0,2,2,7,Performance,Under 24 years old
218,Jerry,Sims,jsims61@ocn.ne.jp,Florida,23.200.108,,12/3/14,2/25/14,$139.58 ,"$50,000-$74,999",M,0,Couldn't get product setup,2,1,0,4,1,3,0,Price,Under 24 years old
219,Larry,Thomas,lthomas62@deliciousdays.com,New York,101.85.84.115,,12/1/14,7/1/14,$164.31 ,"$75,000-$99,999",M,9,Easy to use and loved the portal.,5,4,4,3,3,5,9,Performance,45 years old or older
220,Harold,Williamson,hwilliamson63@economist.com,Michigan,203.254.109.133,10182,11/26/14,10/27/14,$140.79 ,"$25,000-$49,999",M,9,Shoe was comfortable and I think this helped improve my time,2,1,1,0,4,2,9,Price,24-44 years old
221,Judith,Howell,jhowell64@sciencedirect.com,New York,14.187.247.187,10218,11/29/14,5/20/14,$155.26 ,"$25,000-$49,999",F,10,Loved tracking my stride and heart rate.,4,3,4,3,3,5,9,Style,24-44 years old
222,Linda,Fernandez,lfernandez65@sfgate.com,Georgia,157.182.59.171,10387,11/22/14,5/11/14,$169.58 ,"$100,000-$124,999",F,6,Want more colors to choose from,2,2,4,3,2,5,7,Style,45 years old or older
223,Sara,Graham,sgraham66@meetup.com,Texas,19.201.236.36,10472,12/4/14,10/16/14,$181.96 ,"$125,000 or more",F,7,Such a great shoe for runners,2,1,0,0,1,1,8,Style,45 years old or older
224,Peter,Perez,pperez67@spotify.com,Georgia,42.111.105.164,,11/21/14,3/14/14,$158.06 ,"$50,000-$74,999",M,10,Helped me improve my time,4,3,4,3,4,5,9,Performance,24-44 years old
225,Cheryl,Perkins,cperkins68@soundcloud.com,New York,68.91.148.232,,11/24/14,8/19/14,$147.07 ,"$25,000-$49,999",F,8,Comfortable shoe - loved tracking my running route. Easy to use.,5,5,0,0,4,4,9,Performance,Under 24 years old
226,Sean,Dixon,sdixon69@vk.com,Ohio,204.120.118.89,,12/4/14,11/2/14,$143.10 ,"$25,000-$49,999",M,0,Not interested in features,0,0,0,0,1,0,0,Comfort,24-44 years old
227,Jose,Wells,jwells6a@github.io,Florida,212.125.23.12,10158,12/8/14,3/7/14,$132.44 ,"$25,000-$49,999",M,8,Shoe was comfortable and I think this helped improve my time,3,2,2,1,4,4,8,Price,24-44 years old
228,Billy,Jones,bjones6b@goo.ne.jp,Kentucky,199.94.189.163,,12/10/14,10/17/14,$155.62 ,"$50,000-$74,999",M,9,Easy to use and loved the portal.,3,3,2,1,5,4,9,Comfort,Under 24 years old
229,Craig,Larson,clarson6c@drupal.org,Texas,34.25.208.46,,12/10/14,11/5/14,$186.38 ,"$75,000-$99,999",M,8,Loved tracking my stride and heart rate.,2,2,2,1,2,3,9,Comfort,45 years old or older
